-0.0016,0.0013046
-0.0015996,0.0013046
-0.0015992,0.0013046
-0.0015988,-0.0011873
-0.0015984,-0.0011873
-0.001598,0.0013046
-0.0015976,-0.0011873
-0.0015972,-0.0036793
-0.0015968,0.0037965
-0.0015964,0.0013046
-0.001596,-0.0036793
-0.0015956,-0.0011873
-0.0015952,0.0037965
-0.0015948,0.0037965
-0.0015944,-0.0086631
-0.001594,-0.0011873
-0.0015936,-0.0086631
-0.0015932,-0.0011873
-0.0015928,-0.011155
-0.0015924,-0.0086631
-0.001592,-0.0011873
-0.0015916,-0.0011873
-0.0015912,-0.0086631
-0.0015908,-0.0061712
-0.0015904,0.0013046
-0.00159,-0.0011873
-0.0015896,-0.0061712
-0.0015892,-0.0011873
-0.0015888,-0.0011873
-0.0015884,0.0037965
-0.001588,-0.0036793
-0.0015876,0.0013046
-0.0015872,-0.0036793
-0.0015868,0.0037965
-0.0015864,0.0013046
-0.001586,0.0013046
-0.0015856,0.0037965
-0.0015852,0.0013046
-0.0015848,0.0013046
-0.0015844,-0.0011873
-0.001584,0.0013046
-0.0015836,-0.0011873
-0.0015832,-0.0011873
-0.0015828,0.0013046
-0.0015824,-0.0011873
-0.001582,-0.0011873
-0.0015816,-0.0011873
-0.0015812,-0.0036793
-0.0015808,-0.0036793
-0.0015804,-0.0061712
-0.00158,-0.0061712
-0.0015796,-0.0036793
-0.0015792,-0.0036793
-0.0015788,-0.0036793
-0.0015784,-0.0011873
-0.001578,-0.0011873
-0.0015776,0.0013046
-0.0015772,-0.0036793
-0.0015768,0.0037965
-0.0015764,0.0013046
-0.001576,0.0013046
-0.0015756,0.0037965
-0.0015752,0.0013046
-0.0015748,-0.0011873
-0.0015744,-0.0011873
-0.001574,-0.0036793
-0.0015736,0.0037965
-0.0015732,0.0013046
-0.0015728,-0.0011873
-0.0015724,-0.0036793
-0.001572,-0.0011873
-0.0015716,-0.0061712
-0.0015712,-0.0036793
-0.0015708,-0.0036793
-0.0015704,-0.0011873
-0.00157,-0.0061712
-0.0015696,-0.0036793
-0.0015692,-0.0036793
-0.0015688,-0.0011873
-0.0015684,-0.0011873
-0.001568,-0.0061712
-0.0015676,-0.0036793
-0.0015672,-0.0036793
-0.0015668,-0.0036793
-0.0015664,-0.0011873
-0.001566,-0.0011873
-0.0015656,-0.0011873
-0.0015652,-0.0036793
-0.0015648,-0.0036793
-0.0015644,0.0013046
-0.001564,0.0013046
-0.0015636,0.0013046
-0.0015632,0.0013046
-0.0015628,0.0037965
-0.0015624,0.0013046
-0.001562,-0.0011873
-0.0015616,0.0062884
-0.0015612,-0.0011873
-0.0015608,0.0037965
-0.0015604,0.0013046
-0.00156,-0.0011873
-0.0015596,0.0013046
-0.0015592,-0.0011873
-0.0015588,0.0037965
-0.0015584,-0.0036793
-0.001558,-0.0036793
-0.0015576,0.0013046
-0.0015572,0.0013046
-0.0015568,-0.0036793
-0.0015564,-0.0036793
-0.001556,-0.0061712
-0.0015556,-0.0011873
-0.0015552,-0.0061712
-0.0015548,-0.0061712
-0.0015544,-0.0061712
-0.001554,-0.0036793
-0.0015536,-0.0086631
-0.0015532,0.0013046
-0.0015528,0.0013046
-0.0015524,-0.0011873
-0.001552,-0.0011873
-0.0015516,-0.0036793
-0.0015512,0.0013046
-0.0015508,-0.0061712
-0.0015504,0.0013046
-0.00155,0.0037965
-0.0015496,0.0037965
-0.0015492,0.0037965
-0.0015488,0.0013046
-0.0015484,-0.0011873
-0.001548,0.0013046
-0.0015476,0.0013046
-0.0015472,0.0013046
-0.0015468,0.0013046
-0.0015464,-0.0011873
-0.001546,-0.0011873
-0.0015456,-0.0011873
-0.0015452,0.0013046
-0.0015448,-0.0036793
-0.0015444,-0.0036793
-0.001544,-0.0036793
-0.0015436,-0.0061712
-0.0015432,-0.0011873
-0.0015428,-0.0036793
-0.0015424,-0.0061712
-0.001542,-0.0086631
-0.0015416,-0.0011873
-0.0015412,-0.0036793
-0.0015408,-0.0011873
-0.0015404,-0.0061712
-0.00154,0.0013046
-0.0015396,0.0037965
-0.0015392,0.0013046
-0.0015388,0.0013046
-0.0015384,0.0037965
-0.001538,-0.0011873
-0.0015376,0.0037965
-0.0015372,0.0013046
-0.0015368,0.0037965
-0.0015364,-0.0011873
-0.001536,0.0013046
-0.0015356,-0.0011873
-0.0015352,0.0013046
-0.0015348,0.0013046
-0.0015344,-0.0011873
-0.001534,-0.0036793
-0.0015336,-0.0036793
-0.0015332,-0.0061712
-0.0015328,-0.0036793
-0.0015324,-0.0011873
-0.001532,-0.0011873
-0.0015316,-0.0011873
-0.0015312,0.0013046
-0.0015308,-0.0036793
-0.0015304,-0.0011873
-0.00153,-0.0011873
-0.0015296,-0.0011873
-0.0015292,-0.0061712
-0.0015288,-0.0036793
-0.0015284,-0.0011873
-0.001528,-0.0036793
-0.0015276,0.0013046
-0.0015272,-0.0011873
-0.0015268,0.0013046
-0.0015264,0.0013046
-0.001526,0.0013046
-0.0015256,0.0013046
-0.0015252,0.0013046
-0.0015248,0.0013046
-0.0015244,0.0013046
-0.001524,-0.0036793
-0.0015236,0.0037965
-0.0015232,0.0013046
-0.0015228,-0.0011873
-0.0015224,0.0013046
-0.001522,0.0013046
-0.0015216,0.0037965
-0.0015212,0.0013046
-0.0015208,-0.0036793
-0.0015204,-0.0011873
-0.00152,-0.0036793
-0.0015196,-0.0011873
-0.0015192,-0.0011873
-0.0015188,-0.0011873
-0.0015184,-0.0036793
-0.001518,-0.0036793
-0.0015176,-0.0061712
-0.0015172,-0.0036793
-0.0015168,-0.0011873
-0.0015164,-0.0011873
-0.001516,-0.0036793
-0.0015156,-0.0061712
-0.0015152,-0.0061712
-0.0015148,-0.0011873
-0.0015144,-0.0011873
-0.001514,0.0013046
-0.0015136,0.0013046
-0.0015132,0.0013046
-0.0015128,0.0037965
-0.0015124,-0.0011873
-0.001512,0.0013046
-0.0015116,0.0013046
-0.0015112,-0.0011873
-0.0015108,-0.0036793
-0.0015104,0.0037965
-0.00151,-0.0011873
-0.0015096,0.0013046
-0.0015092,-0.0036793
-0.0015088,0.0037965
-0.0015084,0.0013046
-0.001508,-0.0036793
-0.0015076,-0.0011873
-0.0015072,0.0013046
-0.0015068,-0.0011873
-0.0015064,-0.0036793
-0.001506,-0.0036793
-0.0015056,0.0013046
